City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
480,Butte,US,39.6499,-121.5677,80.15,43,22,5.1,few clouds
481,Clyde River,CA,70.4692,-68.5914,-18.17,76,100,18.41,light snow
482,Outjo,NA,-20.1167,16.15,65.98,87,100,7.16,overcast clouds
483,Saint Andrews,US,34.0454,-81.1293,52.59,55,0,3.44,clear sky
484,Rawson,AR,-43.3002,-65.1023,64.78,82,86,11.1,overcast clouds
485,Tocopilla,CL,-22.092,-70.1979,68.07,66,4,4.85,clear sky
486,Ulladulla,AU,-35.35,150.4667,88.88,39,6,3.89,clear sky
487,Barcelos,PT,41.5388,-8.6151,51.85,77,38,4.59,scattered clouds
488,Miguel Hidalgo,MX,19.4225,-99.2028,65.59,38,75,9.22,broken clouds
489,Vanavara,RU,60.34,102.2797,-28.14,100,60,3.11,broken clouds
490,Sorland,NO,67.667,12.6934,39.83,73,97,32.26,light rain
491,Kavaratti,IN,10.5669,72.642,79.81,72,100,15.95,overcast clouds
492,Natal,BR,-5.795,-35.2094,83.05,74,0,11.5,clear sky
493,Grabouw,ZA,-34.1515,19.0151,66.27,94,39,1.32,scattered clouds
494,Stornoway,GB,58.2093,-6.3865,35.56,83,75,19.57,broken clouds
495,Balkanabat,TM,39.5108,54.3671,53.2,31,1,6.69,clear sky
496,Bud,US,39.447,-86.1758,42.89,76,99,11.18,overcast clouds
497,Samagaltay,RU,50.6022,95.0047,-20.67,97,94,3.44,overcast clouds
498,Semnan,IR,35.5729,53.3971,41.74,38,7,3.6,clear sky
499,Kasane,BW,-17.8167,25.15,64.69,92,42,2.75,scattered clouds
500,Pallisa,UG,1.145,33.7094,69.17,71,83,5.88,broken clouds
501,Kokopo,PG,-4.352,152.2633,84.45,67,68,5.68,broken clouds
502,Balakhninskiy,RU,58.0106,114.2769,-30.93,100,100,1.36,overcast clouds
503,Tezu,IN,27.9167,96.1667,55.69,88,99,2.42,overcast clouds
504,Diamantino,BR,-14.4086,-56.4461,70.07,98,97,1.5,moderate rain
505,Guamuchil,MX,25.4667,-108.1,71.67,28,97,9.42,overcast clouds
506,Banepa,NP,27.6298,85.5214,43.12,93,40,3.44,scattered clouds
507,Jijiga,ET,9.35,42.8,59.27,35,38,6.62,scattered clouds
508,Beloha,MG,-25.1667,45.05,71.22,91,1,4.41,clear sky
509,Lazaro Cardenas,MX,17.9583,-102.2,79.32,57,0,8.3,clear sky
510,Xiaoweizhai,CN,26.1903,107.5125,37.26,96,100,2.39,overcast clouds
511,Opelousas,US,30.5335,-92.0815,59.85,38,0,0.0,clear sky
512,Miyazu,JP,35.5333,135.1833,32.2,80,100,4.7,overcast clouds
513,Borzya,RU,50.3833,116.5167,-8.34,98,100,4.74,overcast clouds
514,Ariquemes,BR,-9.9133,-63.0408,73.22,98,100,1.7,light rain
515,Katobu,ID,-4.9408,122.5276,77.74,91,100,5.26,overcast clouds
516,Fort Nelson,CA,58.8053,-122.7002,27.1,95,100,1.95,overcast clouds
517,Ramgarh,IN,23.6333,85.5167,66.6,53,98,3.62,overcast clouds
518,Pavilosta,LV,56.8879,21.1859,39.15,75,7,24.92,clear sky
519,Ardesen,TR,41.1911,40.9875,46.36,92,100,6.38,light rain
520,Beyneu,KZ,45.3167,55.2,31.64,81,97,20.8,overcast clouds
521,Morondava,MG,-20.2833,44.2833,77.11,81,90,8.66,overcast clouds
522,Juan Lacaze,UY,-34.4342,-57.4381,71.11,67,67,16.2,broken clouds
523,Valleyview,CA,55.0667,-117.2859,49.23,70,100,23.94,overcast clouds
524,Qasigiannguit,GL,68.8193,-51.1922,16.05,92,100,17.2,overcast clouds
525,Blagoveshchensk,RU,50.2667,127.5333,-1.59,84,75,4.47,broken clouds
526,Mier,MX,26.4333,-99.15,74.08,34,6,8.21,clear sky
527,Gat,IL,31.61,34.7642,51.08,100,45,20.78,scattered clouds
528,Wladyslawowo,PL,54.7909,18.4009,43.02,90,63,21.16,broken clouds
529,San Lawrenz,MT,36.0553,14.204,50.86,77,0,11.39,clear sky
530,Kristiinankaupunki,FI,62.2743,21.376,30.34,86,19,11.97,few clouds
531,Rapid Valley,US,44.0625,-103.1463,38.05,92,100,8.05,snow
532,Flinders,AU,-34.5833,150.8552,89.06,56,7,5.01,clear sky
533,Dengzhou,CN,37.8086,120.7508,35.76,58,2,7.47,clear sky
534,Evensk,RU,61.95,159.2333,-7.64,74,22,3.94,few clouds
535,Hudiksvall,SE,61.729,17.1036,31.5,68,10,15.26,clear sky
536,Shangzhi,CN,45.2167,127.9667,7.68,96,95,0.47,overcast clouds
537,Winona,US,43.9666,-91.7668,31.93,80,100,13.8,overcast clouds
538,Ladario,BR,-19.0047,-57.6017,75.29,42,74,1.36,broken clouds
539,Porto Velho,BR,-8.7619,-63.9039,73.72,96,100,2.19,overcast clouds
540,Cherskiy,RU,68.75,161.3,-42.39,99,84,5.37,broken clouds
541,Mombetsu,JP,44.3525,143.3525,21.7,79,17,4.25,few clouds
542,Semme,FR,46.1963,1.5007,45.01,90,49,7.02,scattered clouds
543,Orlik,RU,52.5178,99.825,-31.43,100,92,1.83,overcast clouds
544,Tefe,BR,-3.3542,-64.7114,74.91,93,77,1.57,broken clouds
545,Brigham City,US,41.5102,-112.0155,46.42,48,100,3.44,overcast clouds
546,Carnot,CF,4.9409,15.8665,65.66,27,64,2.42,broken clouds
547,Bembereke,BJ,10.2283,2.6634,74.77,14,54,4.36,broken clouds
548,Chunhuhub,MX,19.55,-88.6833,70.65,73,79,3.49,broken clouds
549,Santarem,BR,-2.4431,-54.7083,77.13,100,75,2.3,light rain
550,Nipawin,CA,53.3668,-104.0009,15.84,92,100,5.75,mist
551,Oga,IT,46.4631,10.347,29.55,29,7,3.02,clear sky
552,Juegang,CN,32.3174,121.1855,38.91,81,22,4.76,few clouds
553,West Bay,KY,19.3667,-81.4167,79.07,85,20,3.44,few clouds
554,Palasa,IN,18.7667,84.4167,65.57,81,23,3.31,few clouds
555,Inirida,CO,3.8653,-67.9239,74.25,90,95,2.21,overcast clouds
556,Linxia,CN,35.6003,103.2064,16.48,95,99,3.6,overcast clouds
557,Nicoya,CR,10.1483,-85.452,81.95,58,57,6.93,broken clouds
558,Arman,RU,59.7,150.1667,0.39,75,98,5.75,overcast clouds
559,Bokajan,IN,26.0167,93.7833,52.88,89,8,3.4,clear sky
560,Kabare,CD,-2.4683,28.8242,62.1,94,100,1.7,light rain
561,Miquelon,PM,47.0975,-56.3814,34.07,84,70,32.82,broken clouds
562,Zapolyarnyy,RU,69.4154,30.8136,24.08,94,98,9.28,overcast clouds
563,Amarkantak,IN,22.6667,81.75,52.0,90,69,4.81,broken clouds
564,Mulki,IN,13.1,74.8,74.48,83,20,0.0,few clouds
565,San,ML,13.3034,-4.8956,76.59,12,0,9.8,clear sky
566,Adilabad,IN,19.6667,78.5333,68.77,50,51,3.56,broken clouds
567,Verkhniye Tatyshly,RU,56.2912,55.8575,18.57,90,100,12.17,overcast clouds
568,Ayan,RU,56.45,138.1667,13.86,94,100,8.88,light snow
569,Sept-Iles,CA,50.2001,-66.3821,30.06,93,99,4.0,overcast clouds
570,Muhos,FI,64.808,25.9931,23.9,92,98,7.74,overcast clouds
571,Virudunagar,IN,9.6,77.9667,73.8,79,17,6.46,few clouds
572,Kloulklubed,PW,7.0419,134.2556,82.9,80,100,12.8,moderate rain
573,Asaba,NG,6.2006,6.7338,77.72,76,9,6.82,clear sky
574,Khasan,RU,42.4308,130.6434,25.18,73,75,3.98,broken clouds
575,Bhakkar,PK,31.6253,71.0657,53.33,48,0,4.68,clear sky
576,La Roche-Sur-Yon,FR,46.6667,-1.4333,44.15,93,100,6.91,overcast clouds
577,Somerset,US,40.5668,-74.5496,44.31,64,0,5.01,clear sky
578,Port Hardy,CA,50.6996,-127.4199,45.75,94,100,10.09,overcast clouds
579,Catuday,PH,16.2923,119.8062,77.54,70,95,9.64,overcast clouds
580,Filadelfia,US,39.9523,-75.1638,45.99,61,8,4.0,clear sky
581,Zacatecoluca,SV,13.5,-88.8667,81.23,59,64,4.61,broken clouds
582,Peniche,PT,39.3558,-9.3811,58.62,91,14,6.13,few clouds
583,Pingliang,CN,35.5392,106.6861,14.9,85,87,5.61,overcast clouds
584,Mehran,IR,33.1222,46.1646,58.37,30,42,16.24,scattered clouds
585,Charleston,US,32.7766,-79.9309,51.03,76,20,0.0,few clouds
586,Kysyl-Syr,RU,63.8986,122.7617,-41.39,100,93,1.59,overcast clouds
587,Hovd,MN,48.0056,91.6419,-9.31,93,96,2.59,overcast clouds
588,Villa Rica,US,33.7321,-84.9191,56.53,41,1,5.32,clear sky
589,Denpasar,ID,-8.65,115.2167,78.46,88,40,2.3,scattered clouds
590,Soe,ID,-9.8607,124.284,73.62,80,88,1.23,overcast clouds
591,Clovis,US,36.8252,-119.7029,74.46,43,75,4.61,haze
592,Nishihara,JP,26.1842,127.7558,65.48,82,75,18.41,broken clouds
593,Saint-Augustin,CA,51.226,-58.6502,26.29,80,92,15.57,overcast clouds
594,Kamenka,RU,51.3223,42.7678,26.65,91,100,9.33,overcast clouds
595,Rumphi,MW,-11.0186,33.8575,64.65,96,100,1.28,light rain
596,Sherkot,IN,29.35,78.5833,49.06,92,1,6.08,clear sky
597,Magadan,RU,59.5667,150.8,0.84,74,97,4.34,overcast clouds
598,Kropotkin,RU,45.4375,40.5756,31.69,83,70,8.9,broken clouds
599,Limulunga,ZM,-15.0969,23.1376,67.01,91,99,2.73,light rain
600,Plastun,RU,44.7561,136.2939,18.81,62,100,3.15,overcast clouds
601,Beidao,CN,34.5686,105.8933,21.42,86,93,3.6,overcast clouds
602,Cassilandia,BR,-19.1133,-51.7342,73.45,81,97,3.36,overcast clouds
603,Hof,DE,50.3167,11.9167,42.93,88,40,3.44,scattered clouds
604,Manadhoo,MV,5.7667,73.3833,80.53,74,43,8.05,scattered clouds
605,Alta,NO,69.9689,23.2717,22.24,68,94,10.36,overcast clouds
606,Panaba,MX,21.2833,-88.2667,68.9,83,67,8.79,broken clouds
607,Ucluelet,CA,48.9329,-125.5528,49.08,92,100,3.89,overcast clouds
608,Chara,RU,56.9064,118.2631,-22.0,91,100,0.74,overcast clouds
609,Rochester,US,43.1548,-77.6156,43.43,74,99,1.99,overcast clouds
610,Chapais,CA,49.7834,-74.8492,24.98,96,100,10.36,light snow
611,Waddan,LY,29.1614,16.139,49.41,63,34,7.29,scattered clouds
612,Fortuna,US,40.5982,-124.1573,74.08,54,20,5.75,few clouds
613,Kamskiye Polyany,RU,55.4307,51.4171,25.61,88,100,15.19,snow
614,Portland,US,45.5234,-122.6762,61.61,69,95,3.0,overcast clouds
615,Romny,UA,50.751,33.4747,32.31,84,77,11.1,broken clouds
616,Te Anau,NZ,-45.4167,167.7167,72.97,45,19,5.55,few clouds
617,Port Lincoln,AU,-34.7333,135.8667,67.69,54,70,8.99,broken clouds
618,Vila Do Maio,CV,15.1333,-23.2167,73.26,81,73,6.89,broken clouds
619,Launceston,AU,-41.45,147.1667,71.62,52,96,5.75,overcast clouds
620,Berkak,NO,62.825,10.0118,28.87,92,100,11.72,snow
621,San Ramon,US,37.7799,-121.978,74.8,31,53,4.0,broken clouds
622,Mato Verde,BR,-15.3972,-42.8664,72.3,87,100,2.75,moderate rain
623,Haskovo,BG,41.9403,25.5694,40.62,88,75,4.41,broken clouds
624,Svetlogorsk,BY,52.6333,29.7333,33.71,99,100,13.18,light snow
625,Cesme,TR,38.3228,26.3064,40.71,62,8,27.65,clear sky
626,Stony Plain,CA,53.5334,-114.0021,42.66,70,100,10.36,overcast clouds
627,Loukhi,RU,66.0764,33.0381,21.83,95,94,7.56,overcast clouds
628,Khuzhir,RU,53.1939,107.3397,0.73,78,100,6.89,overcast clouds
629,Tra Vinh,VN,9.9347,106.3453,79.27,75,71,11.23,broken clouds
630,San Marcos,US,33.1434,-117.1661,86.29,16,0,8.12,clear sky
631,Brae,GB,60.3964,-1.353,39.11,69,81,26.46,broken clouds
632,Grand Gaube,MU,-20.0064,57.6608,74.37,75,61,4.0,broken clouds
633,Urla,TR,38.3229,26.764,47.21,69,8,22.79,clear sky
634,Yar-Sale,RU,66.8333,70.8333,0.82,96,24,12.24,few clouds
635,Teya,RU,60.3778,92.6267,-11.76,98,97,2.13,overcast clouds
636,Gorontalo,ID,0.5412,123.0595,79.61,84,100,2.75,overcast clouds
637,Corinto,GR,37.9407,22.9573,52.9,65,15,1.28,few clouds
638,Port Hawkesbury,CA,45.6169,-61.3485,32.92,89,40,9.22,scattered clouds
639,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,18.19,79,75,6.71,broken clouds
640,Nelson Bay,AU,-32.7167,152.15,90.28,52,3,1.99,clear sky
641,Yarensk,RU,62.1675,49.0916,18.77,94,100,8.93,light snow
642,Visnes,NO,59.3556,5.2242,41.05,65,20,29.93,few clouds
643,Vila Franca Do Campo,PT,37.7167,-25.4333,58.19,80,7,9.13,clear sky
644,Dunedin,NZ,-45.8742,170.5036,61.95,96,100,6.17,overcast clouds
645,Prince Rupert,CA,54.3161,-130.3201,46.49,93,100,8.05,moderate rain
646,Sapele,NG,5.8941,5.6767,77.68,85,11,2.84,few clouds
647,Lasa,IT,46.6166,10.7002,35.29,31,7,2.95,clear sky
648,Ekibastuz,KZ,51.6667,75.3667,-9.35,100,53,3.29,broken clouds
649,Charters Towers,AU,-20.1,146.2667,81.7,56,62,3.78,broken clouds
650,Aksarka,RU,66.5606,67.7975,0.46,98,99,8.59,overcast clouds
651,Manta,EC,-0.95,-80.7333,74.97,84,87,8.59,overcast clouds
652,Jian,CN,27.1172,114.9793,40.08,88,96,2.66,overcast clouds
653,Itatiaia,BR,-22.4961,-44.5633,67.73,94,89,3.13,overcast clouds
654,Palaikastron,GR,35.2,26.25,51.75,59,38,36.62,scattered clouds
655,Korem,ET,12.5058,39.5228,55.58,48,62,1.95,broken clouds
656,Kargopol,RU,61.5071,38.9456,20.62,97,94,5.37,overcast clouds
657,Kendari,ID,-3.945,122.4989,75.09,95,100,2.93,light rain
658,Roros,NO,62.5747,11.3842,28.24,74,20,17.27,few clouds
659,Othaya,KE,-0.5652,36.9609,53.71,69,71,5.28,broken clouds
660,Beruwala,LK,6.4788,79.9828,74.26,84,89,5.1,overcast clouds
661,Luwuk,ID,-0.9516,122.7875,81.93,77,100,0.69,overcast clouds
662,Chemal,RU,51.4111,86.005,-2.6,98,96,3.27,overcast clouds
663,Roald,NO,62.5833,6.1333,39.16,87,100,23.02,overcast clouds
664,Ballina,AU,-28.8667,153.5667,77.77,66,3,5.12,clear sky
665,Blind River,CA,46.1834,-82.9582,35.71,98,100,11.34,overcast clouds
666,Neiafu,TO,-18.65,-173.9833,81.45,77,96,24.05,light rain
667,Bereda,ES,43.2686,-7.5406,47.95,97,5,2.84,clear sky
668,Nordhausen,DE,51.5167,10.8,48.06,92,99,4.05,overcast clouds
669,Inta,RU,66.0317,60.1659,14.68,70,3,18.79,clear sky
670,Paita,PE,-5.0892,-81.1144,77.56,76,100,14.63,overcast clouds
671,Belgrade,RS,44.804,20.4651,42.46,85,0,5.75,clear sky
672,Hrymayliv,UA,49.3321,26.0111,37.24,96,99,13.13,overcast clouds
673,La Brea,HN,15.8,-85.9667,70.39,95,92,3.38,overcast clouds
674,Amarante Do Maranhao,BR,-5.5667,-46.7422,72.32,96,60,1.72,broken clouds
675,Iquique,CL,-20.2208,-70.1431,67.53,74,21,2.44,few clouds
676,Marienburg,PL,54.0359,19.0266,43.12,77,90,14.41,overcast clouds
677,The Pas,CA,53.8251,-101.2541,8.62,78,100,4.61,overcast clouds
678,Bundaberg,AU,-24.85,152.35,84.22,55,2,5.01,clear sky
679,Turukhansk,RU,65.8167,87.9833,-24.99,99,31,6.78,scattered clouds
680,Great Falls,US,47.5002,-111.3008,51.6,40,0,19.57,clear sky
681,Yulara,AU,-25.2406,130.9889,83.07,26,21,17.87,few clouds
682,Anloga,GH,5.7947,0.8973,80.67,84,5,9.24,clear sky
683,Flagstaff,US,35.1981,-111.6513,59.67,19,0,1.99,clear sky
684,Yumen,CN,40.2833,97.2,20.28,49,100,10.18,overcast clouds
685,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,78.13,30,7,3.29,clear sky
686,Rocha,UY,-34.4833,-54.3333,62.67,80,6,7.14,clear sky
687,Port Hedland,AU,-20.3167,118.5667,84.25,74,9,14.97,clear sky
688,Burns Lake,CA,54.2331,-125.7533,46.0,83,93,14.23,overcast clouds
689,Matara,LK,5.9485,80.5353,74.79,84,97,4.14,overcast clouds
690,Goshen,US,41.5823,-85.8344,37.35,84,99,12.48,overcast clouds
691,Alekseyevsk,RU,57.8406,108.3492,-26.99,100,97,0.78,overcast clouds
692,Galle,LK,6.0367,80.217,77.74,73,90,2.82,overcast clouds
693,Penzance,GB,50.1186,-5.5371,45.61,83,100,10.07,overcast clouds
694,Jequie,BR,-13.8575,-40.0836,72.48,93,17,3.04,few clouds
695,Duncan,US,34.5023,-97.9578,62.82,17,0,5.75,clear sky
696,Gusinoye Ozero,RU,51.1144,106.2614,-5.66,89,100,3.98,overcast clouds
697,Westport,US,41.1415,-73.3579,40.1,76,0,7.0,clear sky
698,Marsa Matruh,EG,31.3525,27.2453,54.88,50,88,19.82,overcast clouds
699,Zeya,RU,53.75,127.2667,1.44,84,100,3.31,overcast clouds
700,Braganca,BR,-1.0536,-46.7656,73.38,98,55,1.12,broken clouds
701,San Carlos De Bariloche,AR,-41.1456,-71.3082,64.15,42,0,23.02,clear sky
702,Mizdah,LY,31.4451,12.9801,44.29,74,7,7.23,clear sky
703,Kuching,MY,1.55,110.3333,75.42,94,40,2.3,light rain
704,Kincardine,GB,56.0667,-3.7167,37.83,94,91,13.47,overcast clouds
705,Razole,IN,16.4833,81.8333,64.42,91,31,3.96,scattered clouds
706,Vostochnyy,RU,55.8167,37.8667,31.3,96,93,6.22,overcast clouds
707,Qandala,SO,11.472,49.8728,72.16,51,53,4.81,broken clouds
708,Goulburn,AU,-34.75,149.7167,82.15,36,4,9.51,clear sky
709,Eydhafushi,MV,5.1033,73.0708,80.31,75,31,7.34,scattered clouds
710,Honningsvag,NO,70.9821,25.9704,26.53,79,37,27.11,scattered clouds
711,Saint-Joseph,RE,-21.3667,55.6167,73.78,80,67,3.49,broken clouds
712,Lewistown,US,40.5992,-77.5714,47.14,60,20,0.0,few clouds
713,Sakakah,SA,29.9697,40.2064,55.47,39,41,14.76,scattered clouds
714,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,79.7,75,92,10.22,overcast clouds
715,New Bern,US,35.1085,-77.0441,50.0,83,0,3.44,clear sky
716,Farah,AF,32.5,62.5,43.66,37,0,2.01,clear sky
717,Samastipur,IN,25.85,85.7833,60.76,75,88,5.06,overcast clouds
718,Roma,US,43.2128,-75.4557,44.4,69,100,5.75,overcast clouds
719,Sur,OM,22.5667,59.5289,67.44,65,2,3.13,clear sky
720,Araouane,ML,18.9048,-3.5265,66.04,12,0,11.86,clear sky
